image_id,class,xmin,ymin,xmax,ymax
Image100,MenuItem,6,676,195,716
Image100,Menu,0,57,248,939
Image100,Icon,261,68,292,101
Image100,Icon,363,68,396,99
Image100,Icon,312,68,345,99
Image100,Icon,481,70,514,101
Image100,Icon,1875,68,1908,99
Image100,Icon,1798,66,1829,101
Image100,Icon,984,70,1017,101
Image100,Icon,818,73,851,104
Image100,Icon,640,70,673,101
Image100,Icon,259,115,290,150
Image100,Icon,1857,175,1891,206
Image100,Icon,1305,470,1334,496
Image100,Icon,1303,720,1336,751
Image100,Icon,521,532,549,569
Image100,Icon,521,465,549,503
Image100,TextLabel,292,117,640,146
Image100,Button,359,62,465,108
Image100,Button,476,62,625,108
Image100,Button,636,62,798,108
Image100,Button,813,62,979,110
Image100,Button,1791,62,1875,108
Image100,TextLabel,270,170,325,199
Image100,TextLabel,325,170,392,201
Image100,TextLabel,270,199,387,235
Image100,TextLabel,1773,175,1840,226
Image100,NavigationItem,266,246,356,290
Image100,NavigationItem,365,248,472,292
Image100,NavigationMenu,250,241,1920,297
Image100,VerticalMenu,248,57,1920,110
Image100,TextLabel,310,341,372,374
Image100,TextLabel,310,401,458,434
Image100,TextLabel,310,463,394,496
Image100,TextLabel,310,532,483,565
Image100,TextLabel,310,594,452,627
Image100,TextLabel,310,656,476,689
Image100,TextLabel,310,718,412,751
Image100,TextLabel,310,778,412,811
Image100,TextLabel,521,343,558,376
Image100,TextLabel,521,403,654,436
Image100,TextLabel,552,470,631,503
Image100,TextLabel,552,534,647,567
Image100,TextLabel,521,600,554,634
Image100,TextLabel,521,662,554,696
Image100,TextLabel,521,724,554,758
Image100,TextLabel,521,778,554,811
Image100,TextLabel,1086,339,1179,372
Image100,TextLabel,1086,401,1199,434
Image100,TextLabel,1086,461,1232,494
Image100,TextLabel,1086,529,1206,563
Image100,TextLabel,1086,594,1130,627
Image100,TextLabel,1086,656,1150,689
Image100,TextLabel,1086,722,1210,755
Image100,TextLabel,1086,778,1210,811
Image100,TextLabel,1305,345,1339,379
Image100,TextLabel,1305,407,1339,441
Image100,TextLabel,1339,467,1410,501
Image100,TextLabel,1305,536,1339,569
Image100,TextLabel,1305,598,1339,631
Image100,TextLabel,1305,660,1339,693
Image100,TextLabel,1336,720,1454,753
Image100,TextLabel,1305,784,1345,818
Image100,Row,270,317,1875,385
Image100,Row,270,385,1875,447
Image100,Row,270,447,1875,512
Image100,Row,270,512,1875,580
Image100,Row,270,580,1875,642
Image100,Row,270,642,1875,700
Image100,Row,270,700,1875,764
Image100,Row,270,764,1875,844
Image100,WorkingArea,248,110,1920,940
Image101,Icon,13,13,44,44
Image101,Icon,1693,11,1724,46
Image101,Icon,1631,15,1665,46
Image101,Icon,1751,15,1786,46
Image101,Icon,1866,6,1913,55
Image101,Icon,1811,15,1844,46
Image101,Icon,545,15,578,46
Image101,TextLabel,66,17,199,48
Image101,TextLabel,232,17,279,46
Image101,InputField,540,11,1121,50
Image101,TitleBar,0,0,1917,57
Image101,Icon,13,68,42,101
Image101,Icon,13,117,39,148
Image101,Icon,13,161,42,195
Image101,Icon,13,206,37,237
Image101,Icon,13,525,42,563
Image101,Icon,13,627,42,660
Image101,Icon,203,161,237,192
Image101,Icon,203,206,237,237
Image101,Icon,203,252,237,283
Image101,Icon,206,310,239,341
Image101,Icon,206,423,239,454
Image101,Icon,206,478,239,509
Image101,Icon,203,368,237,399
Image101,Icon,203,583,237,614
Image101,Icon,206,680,239,711
Image101,MenuItem,6,113,195,152
Image101,MenuItem,6,157,195,197
Image101,MenuItem,6,201,195,241
Image101,MenuItem,6,252,195,292
Image101,SubmenuItem,6,520,199,569
Image101,MenuItem,6,305,195,345
Image101,MenuItem,6,363,195,403
Image101,MenuItem,6,419,195,458
Image101,MenuItem,6,476,195,516
Image101,MenuItem,8,578,197,618
Image101,SubmenuItem,6,625,195,665
Image101,MenuItem,6,676,195,716
Image101,Menu,0,57,248,939
Image101,Icon,261,68,292,101
Image101,Icon,363,68,396,99
Image101,Icon,312,68,345,99
Image101,Icon,481,70,514,101
Image101,Icon,1875,68,1908,99
Image101,Icon,1798,66,1829,101
Image101,Icon,984,70,1017,101
Image101,Icon,818,73,851,104
Image101,Icon,640,70,673,101
Image101,Icon,259,115,290,150
Image101,Icon,1857,175,1891,206
Image101,Icon,1305,470,1334,496
Image101,Icon,1303,720,1336,751
Image101,Icon,521,532,549,569
Image101,TextLabel,292,117,640,146
Image101,Button,359,62,465,108
Image101,Button,476,62,625,108
Image101,Button,636,62,798,108
Image101,Button,813,62,979,110
Image101,Button,1791,62,1875,108
Image101,TextLabel,270,170,325,199
Image101,TextLabel,325,170,392,201
Image101,TextLabel,270,199,387,235
Image101,TextLabel,1773,175,1840,226
Image101,NavigationItem,266,246,356,290
Image101,NavigationItem,365,248,472,292
Image101,NavigationMenu,250,241,1920,297
Image101,VerticalMenu,248,57,1920,110
Image101,TextLabel,310,341,372,374
Image101,TextLabel,310,401,458,434
Image101,TextLabel,310,463,394,496
Image101,TextLabel,310,532,483,565
Image101,TextLabel,310,594,452,627
Image101,TextLabel,310,656,476,689
Image101,TextLabel,310,718,412,751
Image101,TextLabel,310,778,412,811
Image101,TextLabel,521,343,558,376
Image101,TextLabel,521,403,654,436
Image101,TextLabel,487,465,600,498
Image101,TextLabel,552,534,647,567
Image101,TextLabel,521,600,554,634
Image101,TextLabel,521,662,554,696
Image101,TextLabel,521,724,554,758
Image101,TextLabel,521,778,554,811
Image101,TextLabel,1086,339,1179,372
Image101,TextLabel,1086,401,1199,434
Image101,TextLabel,1086,461,1232,494
Image101,TextLabel,1086,529,1206,563
Image101,TextLabel,1086,594,1130,627
Image101,TextLabel,1086,656,1150,689
Image101,TextLabel,1086,722,1210,755
Image101,TextLabel,1086,778,1210,811
Image101,TextLabel,1305,345,1339,379
Image101,TextLabel,1305,407,1339,441
Image101,TextLabel,1339,467,1410,501
Image101,TextLabel,1305,536,1339,569
Image101,TextLabel,1305,598,1339,631
Image101,TextLabel,1305,660,1339,693
Image101,TextLabel,1336,720,1412,753
Image101,TextLabel,1305,784,1345,818
Image101,Row,270,317,1875,385
Image101,Row,270,385,1875,447
Image101,Row,270,447,1875,512
Image101,Row,270,512,1875,580
Image101,Row,270,580,1875,642
Image101,Row,270,642,1875,700
Image101,Row,270,700,1875,764
Image101,Row,270,764,1875,844
Image101,WorkingArea,248,110,1920,940
Image102,Icon,13,13,44,44
Image102,Icon,1693,11,1724,46
Image102,Icon,1631,15,1665,46
Image102,Icon,1751,15,1786,46
Image102,Icon,1866,6,1913,55
Image102,Icon,1811,15,1844,46
Image102,Icon,545,15,578,46
Image102,TextLabel,66,17,199,48
Image102,TextLabel,232,17,279,46
Image102,InputField,540,11,1121,50
Image102,TitleBar,0,0,1917,57
Image102,Icon,13,68,42,101
Image102,Icon,13,117,39,148
Image102,Icon,13,161,42,195
Image102,Icon,13,206,37,237
Image102,Icon,13,525,42,563
Image102,Icon,13,627,42,660
Image102,Icon,203,161,237,192
Image102,Icon,203,206,237,237
Image102,Icon,203,252,237,283
Image102,Icon,206,310,239,341
Image102,Icon,206,423,239,454
Image102,Icon,206,478,239,509
Image102,Icon,203,368,237,399
Image102,Icon,203,583,237,614
Image102,Icon,206,680,239,711
Image102,MenuItem,6,113,195,152
Image102,MenuItem,6,157,195,197
Image102,MenuItem,6,201,195,241
Image102,MenuItem,6,252,195,292
Image102,SubmenuItem,6,520,199,569
Image102,MenuItem,6,305,195,345
Image102,MenuItem,6,363,195,403
Image102,MenuItem,6,419,195,458
Image102,MenuItem,6,476,195,516
Image102,MenuItem,8,578,197,618
Image102,SubmenuItem,6,625,195,665
Image102,MenuItem,6,676,195,716
Image102,Menu,0,57,248,939
Image102,Icon,261,68,292,101
Image102,Icon,363,68,396,99
Image102,Icon,312,68,345,99
Image102,Icon,481,70,514,101
Image102,Icon,1875,68,1908,99
Image102,Icon,1798,66,1829,101
Image102,Icon,984,70,1017,101
Image102,Icon,818,73,851,104
Image102,Icon,640,70,673,101
Image102,Icon,259,115,290,150
Image102,Icon,1857,175,1891,206
Image102,Icon,1305,470,1334,496
Image102,Icon,1303,720,1336,751
Image102,Icon,521,532,549,569
Image102,TextLabel,292,117,640,146
Image102,Button,359,62,465,108
Image102,Button,476,62,625,108
Image102,Button,636,62,798,108
Image102,Button,813,62,979,110
Image102,Button,1791,62,1875,108
Image102,TextLabel,270,170,336,199
Image102,TextLabel,332,170,392,201
Image102,TextLabel,270,199,387,235
Image102,TextLabel,1773,175,1840,226
Image102,NavigationItem,266,246,356,290
Image102,NavigationItem,365,248,472,292
Image102,NavigationMenu,250,241,1920,297
Image102,VerticalMenu,248,57,1920,110
Image102,TextLabel,310,341,372,374
Image102,TextLabel,310,401,458,434
Image102,TextLabel,310,463,394,496
Image102,TextLabel,310,532,483,565
Image102,TextLabel,310,594,452,627
Image102,TextLabel,310,656,476,689
Image102,TextLabel,310,718,412,751
Image102,TextLabel,310,778,412,811
Image102,TextLabel,521,343,574,376
Image102,TextLabel,521,403,654,436
Image102,TextLabel,525,465,631,498
Image102,TextLabel,552,534,647,567
Image102,TextLabel,521,600,554,634
Image102,TextLabel,521,662,554,696
Image102,TextLabel,521,724,554,758
Image102,TextLabel,521,778,554,811
Image102,TextLabel,1086,339,1179,372
Image102,TextLabel,1086,401,1199,434
Image102,TextLabel,1086,461,1232,494
Image102,TextLabel,1086,529,1206,563
Image102,TextLabel,1086,594,1130,627
Image102,TextLabel,1086,656,1150,689
Image102,TextLabel,1086,722,1210,755
Image102,TextLabel,1086,778,1210,811
Image102,TextLabel,1305,345,1339,379
Image102,TextLabel,1305,407,1339,441
Image102,TextLabel,1339,467,1410,501
Image102,TextLabel,1305,536,1339,569
Image102,TextLabel,1305,598,1339,631
Image102,TextLabel,1305,660,1339,693
Image102,TextLabel,1336,720,1410,753
Image102,TextLabel,1305,784,1345,818
Image102,Row,270,317,1875,385
Image102,Row,270,385,1875,447
Image102,Row,270,447,1875,512
Image102,Row,270,512,1875,580
Image102,Row,270,580,1875,642
Image102,Row,270,642,1875,700
Image102,Row,270,700,1875,764
Image102,Row,270,764,1875,844
Image102,WorkingArea,248,110,1920,940
Image103,Icon,13,13,43,43
Image103,Icon,1677,10,1708,45
Image103,Icon,1616,15,1649,45
Image103,Icon,1735,15,1770,45
Image103,Icon,1849,6,1895,54
Image103,Icon,1794,15,1827,45
Image103,Icon,540,15,573,45
Image103,TextLabel,65,17,197,47
Image103,TextLabel,230,17,276,45
Image103,InputField,535,10,1111,50
Image103,TitleBar,0,0,1899,56
Image103,Icon,15,106,39,137
Image103,Icon,15,148,39,178
Image103,Icon,15,191,39,222
Image103,Icon,10,535,39,572
Image103,Icon,10,448,39,485
Image103,Icon,13,404,41,441
Image103,Icon,13,489,41,526
Image103,Icon,10,880,39,913
Image103,Icon,10,837,39,869
Image103,Icon,13,634,41,671
Image103,Icon,10,739,39,771
Image103,Icon,13,67,41,100
Image103,Icon,184,242,217,272
Image103,Icon,184,296,217,327
Image103,Icon,184,790,217,821
Image103,Icon,182,355,215,385
Image103,Icon,182,585,215,615
Image103,Icon,182,685,215,715
Image103,MenuItem,0,582,164,621
Image103,SubmenuItem,2,630,180,678
Image103,MenuItem,6,680,171,730
Image103,SubmenuItem,2,734,175,774
Image103,MenuItem,2,789,166,828
Image103,SubmenuItem,2,834,166,874
Image103,SubmenuItem,2,874,184,913
Image103,SubmenuItem,10,102,197,141
Image103,SubmenuItem,8,146,173,185
Image103,SubmenuItem,8,187,210,226
Image103,MenuItem,8,298,173,337
Image103,MenuItem,8,243,173,283
Image103,MenuItem,6,348,171,398
Image103,SubmenuItem,6,402,204,441
Image103,SubmenuItem,6,441,180,480
Image103,SubmenuItem,6,487,188,526
Image103,SubmenuItem,6,530,180,570
Image103,Menu,0,56,245,921
Image103,Icon,259,67,289,100
Image103,Icon,417,71,448,102
Image103,Icon,1858,67,1891,97
Image103,Icon,522,589,551,615
Image103,Icon,516,787,549,817
Image103,Icon,1803,828,1836,861
Image103,Icon,1803,889,1836,922
Image103,Icon,1781,65,1811,100
Image103,Icon,256,113,287,147
Image103,Icon,625,67,658,102
Image103,Icon,737,69,768,104
Image103,Icon,904,69,937,100
Image103,Icon,364,69,397,100
Image103,Icon,311,67,347,106
Image103,Icon,272,165,331,230
Image103,TextLabel,289,115,634,143
Image103,TextLabel,340,167,423,230
Image103,TextLabel,1519,176,1609,223
Image103,TextLabel,1625,176,1730,223
Image103,TextLabel,1748,171,1853,226
Image103,TextLabel,1449,176,1504,219
Image103,NavigationItem,270,245,467,284
Image103,NavigationItem,474,245,656,284
Image103,NavigationItem,665,245,746,284
Image103,NavigationItem,762,245,1005,284
Image103,NavigationMenu,248,241,1902,295
Image103,Button,412,63,496,110
Image103,Button,502,60,608,108
Image103,Button,621,60,724,106
Image103,Button,733,60,900,106
Image103,Button,1774,60,1860,106
Image103,VerticalMenu,245,58,1902,110
Image103,SectionTitle,285,326,467,365
Image103,SectionTitle,1089,324,1271,363
Image103,TextLabel,307,400,406,435
Image103,TextLabel,307,458,428,493
Image103,TextLabel,307,522,401,556
Image103,TextLabel,307,585,393,619
Image103,TextLabel,307,650,406,685
Image103,TextLabel,307,719,454,754
Image103,TextLabel,307,780,397,815
Image103,TextLabel,307,841,377,876
Image103,TextLabel,511,398,639,432
Image103,TextLabel,511,465,555,500
Image103,TextLabel,511,522,641,556
Image103,TextLabel,549,589,595,619
Image103,TextLabel,516,650,564,685
Image103,TextLabel,518,724,562,759
Image103,TextLabel,549,780,634,817
Image103,TextLabel,549,848,612,882
Image103,TextLabel,1109,400,1207,435
Image103,TextLabel,1109,461,1267,495
Image103,TextLabel,1109,519,1273,554
Image103,TextLabel,1109,580,1308,615
Image103,TextLabel,1109,639,1247,674
Image103,TextLabel,1109,704,1269,739
Image103,TextLabel,1109,761,1256,796
Image103,TextLabel,1109,828,1225,863
Image103,TextLabel,1106,900,1234,922
Image103,TextLabel,1319,402,1484,437
Image103,TextLabel,1319,465,1421,500
Image103,TextLabel,1319,526,1388,561
Image103,TextLabel,1319,582,1464,617
Image103,TextLabel,1319,645,1453,680
Image103,TextLabel,1319,706,1453,741
Image103,TextLabel,1319,767,1405,802
Image103,TextLabel,1319,826,1427,861
Image103,TextLabel,1326,900,1370,921
Image103,Row,272,378,1056,445
Image103,Row,272,445,1056,513
Image103,Row,272,513,1056,569
Image103,Row,272,637,1056,696
Image103,Row,272,569,1056,636
Image103,Row,272,695,1056,763
Image103,Row,272,763,1056,830
Image103,Row,272,830,1056,889
Image103,Row,1073,378,1864,445
Image103,Row,1073,445,1864,502
Image103,Row,1073,502,1864,563
Image103,Row,1073,563,1864,624
Image103,Row,1073,624,1864,685
Image103,Row,1073,685,1864,745
Image103,Row,1073,745,1864,813
Image103,Row,1073,813,1864,874
Image103,Icon,516,848,549,878
Image103,Icon,507,69,542,100
Image103,Row,1073,874,1864,922
Image103,WorkingArea,245,111,1902,922
Image104,Icon,13,13,43,43
Image104,Icon,1677,10,1708,45
Image104,Icon,1616,15,1649,45
Image104,Icon,1735,15,1770,45
Image104,Icon,1849,6,1895,54
Image104,Icon,1794,15,1827,45
Image104,Icon,540,15,573,45
Image104,TextLabel,65,17,197,47
Image104,TextLabel,230,17,276,45
Image104,InputField,535,10,1111,50
Image104,TitleBar,0,0,1899,56
Image104,Icon,15,106,39,137
Image104,Icon,15,148,39,178
Image104,Icon,15,191,39,222
Image104,Icon,13,67,41,100
Image104,Icon,184,242,217,272
Image104,Icon,184,296,217,327
Image104,SubmenuItem,10,102,197,141
Image104,SubmenuItem,8,146,173,185
Image104,SubmenuItem,8,187,210,226
Image104,MenuItem,8,298,173,337
Image104,MenuItem,8,243,173,283
Image104,SubmenuItem,10,343,217,382
Image104,SubmenuItem,10,387,217,426
Image104,SubmenuItem,10,431,217,470
Image104,SubmenuItem,10,477,221,516
Image104,SubmenuItem,10,523,177,562
Image104,SubmenuItem,10,567,182,606
Image104,SubmenuItem,10,609,180,646
Image104,SubmenuItem,10,650,195,690
Image104,SubmenuItem,10,692,197,731
Image104,SubmenuItem,10,736,217,775
Image104,SubmenuItem,10,782,217,821
Image104,SubmenuItem,10,828,217,867
Image104,SubmenuItem,10,872,217,911
Image104,Menu,0,56,245,921
Image104,Icon,419,67,450,102
Image104,Icon,259,67,289,100
Image104,Icon,507,71,542,102
Image104,Icon,1858,67,1891,97
Image104,Icon,1781,65,1811,100
Image104,Icon,256,113,287,147
Image104,Icon,621,67,654,102
Image104,Icon,737,67,768,102
Image104,Icon,902,69,935,100
Image104,Icon,364,69,397,100
Image104,Icon,307,65,342,104
Image104,TextLabel,289,115,634,143
Image104,TextLabel,338,169,439,228
Image104,TextLabel,1522,176,1605,223
Image104,TextLabel,1623,176,1732,224
Image104,TextLabel,1748,169,1853,223
Image104,TextLabel,1447,178,1502,221
Image104,NavigationItem,270,243,459,282
Image104,NavigationItem,474,243,656,282
Image104,NavigationItem,665,243,746,282
Image104,NavigationItem,762,243,997,282
Image104,NavigationMenu,248,237,1901,291
Image104,Button,412,63,496,110
Image104,Button,502,63,608,110
Image104,Button,614,63,718,108
Image104,Button,733,63,900,108
Image104,Button,1774,60,1860,106
Image104,VerticalMenu,245,56,1902,113
Image104,SectionTitle,281,415,349,452
Image104,SectionTitle,281,770,386,807
Image104,TextLabel,1111,367,1304,426
Image104,TextLabel,1111,448,1276,483
Image104,TextLabel,1111,504,1304,559
Image104,TextLabel,1111,657,1210,691
Image104,TextLabel,1111,718,1245,752
Image104,TextLabel,1109,787,1199,822
Image104,TextLabel,1111,855,1236,889
Image104,TextLabel,1324,380,1368,415
Image104,TextLabel,1322,452,1366,487
Image104,TextLabel,1322,515,1366,550
Image104,TextLabel,1355,598,1471,633
Image104,TextLabel,1357,722,1680,757
Image104,TextLabel,1322,663,1366,698
Image104,TextLabel,1355,789,1500,824
Image104,TextLabel,1324,855,1374,889
Image104,Row,1076,359,1864,435
Image104,Row,1076,498,1864,570
Image104,Row,1076,570,1864,641
Image104,Row,1076,641,1864,702
Image104,Row,1076,702,1864,763
Image104,Row,1076,763,1864,831
Image104,Row,1076,831,1864,900
Image104,Icon,1324,600,1352,626
Image104,Icon,1324,726,1357,757
Image104,Icon,1324,787,1357,818
Image104,Icon,1803,378,1836,411
Image104,Icon,1803,513,1836,546
Image104,Row,1076,435,1864,498
Image104,TextLabel,1111,596,1243,631
Image104,TextLabel,305,489,393,524
Image104,TextLabel,305,546,408,581
Image104,TextLabel,305,615,443,650
Image104,TextLabel,305,681,472,715
Image104,TextLabel,509,494,553,526
Image104,TextLabel,507,557,551,589
Image104,TextLabel,518,624,562,657
Image104,TextLabel,518,687,560,726
Image104,TextLabel,314,837,360,872
Image104,Row,265,474,1054,535
Image104,Row,265,535,1054,596
Image104,Row,265,596,1054,670
Image104,Row,265,670,1054,744
Image104,Icon,270,163,329,228
Image104,Row,267,826,1056,887
Image104,TextLabel,511,328,557,363
Image104,TextLabel,303,321,408,356
Image104,Row,267,310,1056,371
Image104,Icon,1803,308,1836,341
Image104,TextLabel,1109,308,1234,347
Image104,TextLabel,1326,308,1370,343
Image104,Row,1076,295,1864,358
Image104,WorkingArea,245,111,1902,922
Image105,Icon,13,13,43,43
Image105,Icon,1677,10,1708,45
Image105,Icon,1616,15,1649,45
Image105,Icon,1735,15,1770,45
Image105,Icon,1849,6,1895,54
Image105,Icon,1794,15,1827,45
Image105,Icon,540,15,573,45
Image105,TextLabel,65,17,197,47
Image105,TextLabel,230,17,276,45
Image105,InputField,535,10,1111,50
Image105,TitleBar,0,0,1899,56
Image105,Icon,15,267,39,297
Image105,Icon,15,308,39,338
Image105,Icon,15,351,39,382
Image105,Icon,13,67,41,100
Image105,Icon,13,119,41,151
Image105,Icon,13,162,37,193
Image105,Icon,182,400,215,430
Image105,Icon,184,121,217,151
Image105,Icon,184,163,217,193
Image105,Icon,182,211,215,241
Image105,MenuItem,6,117,171,156
Image105,MenuItem,6,160,171,199
Image105,MenuItem,6,208,171,247
Image105,SubmenuItem,10,258,197,297
Image105,SubmenuItem,8,301,173,341
Image105,SubmenuItem,8,343,210,382
Image105,MenuItem,6,393,171,432
Image105,SubmenuItem,15,444,221,483
Image105,SubmenuItem,15,488,221,527
Image105,SubmenuItem,15,532,221,571
Image105,SubmenuItem,15,578,199,617
Image105,SubmenuItem,15,624,213,663
Image105,SubmenuItem,15,668,162,707
Image105,SubmenuItem,15,754,171,791
Image105,SubmenuItem,15,798,219,834
Image105,SubmenuItem,15,841,219,878
Image105,SubmenuItem,13,883,140,920
Image105,SubmenuItem,15,710,219,747
Image105,Menu,0,56,245,921
Image105,NavigationItem,270,243,459,282
Image105,NavigationItem,474,243,656,282
Image105,NavigationItem,665,243,746,282
Image105,NavigationItem,762,243,997,282
Image105,SectionTitle,276,345,437,378
Image105,NavigationMenu,248,237,1901,291
Image105,Icon,1324,328,1352,365
Image105,Icon,1322,397,1350,434
Image105,Icon,860,508,896,539
Image105,Icon,992,623,1010,652
Image105,Icon,803,626,821,654
Image105,Icon,428,628,445,656
Image105,Icon,410,628,428,656
Image105,Icon,1803,528,1836,560
Image105,Icon,994,508,1019,541
Image105,TextLabel,285,419,674,454
Image105,Button,856,502,970,545
Image105,Icon,296,550,340,595
Image105,TextLabel,342,554,586,595
Image105,TextLabel,584,721,742,756
Image105,DropdownItem,360,621,450,665
Image105,DropdownItem,735,621,825,665
Image105,DropdownItem,924,621,1014,665
Image105,TableHeader,270,615,1058,676
Image105,TextLabel,1113,325,1232,360
Image105,TextLabel,1113,384,1243,439
Image105,TextLabel,1113,467,1240,502
Image105,TextLabel,1113,528,1280,563
Image105,TextLabel,1348,328,1449,363
Image105,TextLabel,1348,399,1467,434
Image105,TextLabel,1326,471,1366,506
Image105,TextLabel,1322,530,1366,565
Image105,Row,1073,319,1860,382
Image105,Row,1073,382,1860,456
Image105,Row,1073,456,1860,515
Image105,Row,1073,515,1860,576
Image105,Icon,419,67,450,102
Image105,Icon,259,67,289,100
Image105,Icon,507,71,542,102
Image105,Icon,1858,67,1891,97
Image105,Icon,1781,65,1811,100
Image105,Icon,256,113,287,147
Image105,Icon,621,67,654,102
Image105,Icon,737,67,768,102
Image105,Icon,902,69,935,100
Image105,Icon,364,69,397,100
Image105,Icon,307,65,342,104
Image105,TextLabel,289,115,634,143
Image105,TextLabel,338,169,426,228
Image105,TextLabel,1522,176,1605,223
Image105,TextLabel,1623,176,1732,224
Image105,TextLabel,1748,176,1853,223
Image105,TextLabel,1447,178,1502,221
Image105,Button,412,63,496,110
Image105,Button,502,63,608,110
Image105,Button,614,63,718,108
Image105,Button,733,63,900,108
Image105,Button,1774,60,1860,106
Image105,VerticalMenu,245,56,1902,108
Image105,Icon,270,163,329,228
Image105,WorkingArea,245,109,1902,922
Image106,Icon,13,13,43,43
Image106,Icon,1677,10,1708,45
Image106,Icon,1616,15,1649,45
Image106,Icon,1735,15,1770,45
Image106,Icon,1849,6,1895,54
Image106,Icon,1794,15,1827,45
Image106,Icon,540,15,573,45
Image106,TextLabel,65,17,197,47
Image106,InputField,535,10,1111,50
Image106,TitleBar,0,0,1899,56
Image106,Icon,13,67,41,100
Image106,Icon,10,705,39,742
Image106,Icon,13,607,41,644
Image106,Icon,13,520,41,557
Image106,Icon,13,477,41,514
Image106,Icon,10,564,39,601
Image106,Icon,13,811,41,844
Image106,Icon,184,367,217,398
Image106,Icon,184,657,217,687
Image106,Icon,182,761,215,792
Image106,Icon,182,859,215,889
Image106,Icon,184,426,217,457
Image106,MenuItem,8,418,173,468
Image106,SubmenuItem,8,475,206,514
Image106,SubmenuItem,8,514,182,553
Image106,MenuItem,6,653,171,692
Image106,SubmenuItem,8,559,191,599
Image106,SubmenuItem,8,603,182,642
Image106,SubmenuItem,0,703,180,742
Image106,MenuItem,10,749,175,799
Image106,SubmenuItem,4,806,169,845
Image106,MenuItem,4,857,169,896
Image106,SubmenuItem,15,106,219,132
Image106,SubmenuItem,15,141,217,180
Image106,SubmenuItem,15,181,147,220
Image106,SubmenuItem,15,225,120,264
Image106,SubmenuItem,15,271,182,310
Image106,SubmenuItem,15,315,221,354
Image106,MenuItem,10,365,175,405
Image106,Menu,0,56,245,921
Image106,Icon,364,67,395,102
Image106,Icon,259,67,289,100
Image106,Icon,509,69,544,100
Image106,Icon,1858,67,1891,97
Image106,Icon,1781,65,1811,100
Image106,Icon,256,113,287,147
Image106,Icon,625,67,658,102
Image106,Icon,737,67,768,102
Image106,Icon,314,69,347,100
Image106,Icon,904,69,937,100
Image106,Icon,1001,461,1034,493
Image106,TextLabel,289,115,634,143
Image106,TextLabel,338,167,443,228
Image106,TextLabel,1451,178,1506,221
Image106,TextLabel,1524,178,1612,226
Image106,TextLabel,1627,176,1730,224
Image106,TextLabel,1748,173,1858,228
Image106,TextLabel,311,395,465,424
Image106,TextLabel,309,461,417,493
Image106,TextLabel,311,524,395,548
Image106,TextLabel,518,400,551,417
Image106,TextLabel,518,530,551,548
Image106,TextLabel,520,469,553,487
Image106,TextLabel,1087,391,1267,424
Image106,TextLabel,1348,393,1381,419
Image106,NavigationItem,270,243,459,282
Image106,NavigationItem,474,243,656,282
Image106,NavigationItem,665,243,746,282
Image106,NavigationItem,762,243,997,282
Image106,SectionTitle,283,324,443,356
Image106,NavigationMenu,248,237,1901,291
Image106,Button,412,60,496,108
Image106,Button,502,63,608,108
Image106,Button,621,63,722,108
Image106,Button,731,63,900,108
Image106,Button,1774,63,1862,106
Image106,VerticalMenu,248,58,1902,113
Image106,Icon,270,163,329,228
Image106,Icon,415,69,450,100
Image106,WorkingArea,248,115,1902,919
Image106,Row,270,376,1862,441
Image106,Row,270,441,1862,513
Image106,Row,270,513,1862,567
Image107,Icon,13,13,43,43
Image107,Icon,1677,10,1708,45
Image107,Icon,1616,15,1649,45
Image107,Icon,1735,15,1770,45
Image107,Icon,1849,6,1895,54
Image107,Icon,1794,15,1827,45
Image107,Icon,540,15,573,45
Image107,TextLabel,65,17,197,47
Image107,TextLabel,230,17,276,45
Image107,InputField,535,10,1111,50
Image107,TitleBar,0,0,1899,56
Image107,Icon,13,67,41,100
Image107,Icon,10,764,39,801
Image107,Icon,10,667,39,704
Image107,Icon,13,580,41,617
Image107,Icon,13,536,41,573
Image107,Icon,10,623,39,660
Image107,Icon,184,429,217,459
Image107,Icon,182,488,215,518
Image107,Icon,184,874,217,904
Image107,Icon,182,716,215,746
Image107,Icon,184,820,217,850
Image107,MenuItem,6,477,171,527
Image107,SubmenuItem,6,534,204,573
Image107,SubmenuItem,6,573,180,612
Image107,MenuItem,6,714,171,754
Image107,SubmenuItem,6,619,188,658
Image107,SubmenuItem,6,662,180,701
Image107,SubmenuItem,0,764,180,804
Image107,MenuItem,6,812,171,862
Image107,MenuItem,6,872,171,912
Image107,SubmenuItem,15,196,217,235
Image107,SubmenuItem,15,242,147,281
Image107,SubmenuItem,15,279,120,319
Image107,SubmenuItem,15,326,182,365
Image107,SubmenuItem,15,369,221,409
Image107,MenuItem,6,422,171,462
Image107,SubmenuItem,15,150,217,189
Image107,SubmenuItem,15,108,217,147
Image107,Menu,0,56,245,921
Image107,TextLabel,340,169,430,228
Image107,TextLabel,1524,176,1609,223
Image107,TextLabel,1623,176,1732,223
Image107,TextLabel,1746,171,1851,226
Image107,TextLabel,1447,178,1502,221
Image107,Icon,1686,637,1717,669
Image107,Icon,1787,635,1811,667
Image107,Icon,1649,637,1682,669
Image107,NavigationItem,270,250,459,289
Image107,NavigationItem,474,250,656,289
Image107,NavigationItem,665,250,746,289
Image107,NavigationItem,762,250,997,289
Image107,SectionTitle,281,334,428,367
Image107,NavigationMenu,248,243,1901,297
Image107,TextLabel,1721,639,1779,669
Image107,TextLabel,318,639,390,667
